ds_name,instances,metric,mean_per_round,rounds,std_per_round,values
HashTable(150|chaining|djb2),4000,mem_moves,400.0,5,0.0,"[400.0, 400.0, 400.0, 400.0, 400.0]"
HashTable(150|chaining|djb2),5000,mem_moves,500.0,5,0.0,"[500.0, 500.0, 500.0, 500.0, 500.0]"
HashTable(150|chaining|djb2),6000,mem_moves,600.0,5,0.0,"[600.0, 600.0, 600.0, 600.0, 600.0]"
HashTable(150|chaining|djb2),7000,mem_moves,700.0,5,0.0,"[700.0, 700.0, 700.0, 700.0, 700.0]"
HashTable(150|chaining|djb2),8000,mem_moves,800.0,5,0.0,"[800.0, 800.0, 800.0, 800.0, 800.0]"
HashTable(150|chaining|djb2),9000,mem_moves,900.0,5,0.0,"[900.0, 900.0, 900.0, 900.0, 900.0]"
HashTable(150|chaining|djb2),10000,mem_moves,1000.0,5,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
HashTable(150|chaining|fnv1a),1000,mem_moves,100.0,5,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0]"
HashTable(150|chaining|fnv1a),2000,mem_moves,200.0,5,0.0,"[200.0, 200.0, 200.0, 200.0, 200.0]"
HashTable(150|chaining|fnv1a),3000,mem_moves,300.0,5,0.0,"[300.0, 300.0, 300.0, 300.0, 300.0]"
HashTable(150|chaining|fnv1a),4000,mem_moves,400.0,5,0.0,"[400.0, 400.0, 400.0, 400.0, 400.0]"
HashTable(150|chaining|fnv1a),5000,mem_moves,500.0,5,0.0,"[500.0, 500.0, 500.0, 500.0, 500.0]"
HashTable(150|chaining|fnv1a),6000,mem_moves,600.0,5,0.0,"[600.0, 600.0, 600.0, 600.0, 600.0]"
HashTable(150|chaining|fnv1a),7000,mem_moves,700.0,5,0.0,"[700.0, 700.0, 700.0, 700.0, 700.0]"
HashTable(150|chaining|fnv1a),8000,mem_moves,800.0,5,0.0,"[800.0, 800.0, 800.0, 800.0, 800.0]"
HashTable(150|chaining|fnv1a),9000,mem_moves,900.0,5,0.0,"[900.0, 900.0, 900.0, 900.0, 900.0]"
HashTable(150|chaining|fnv1a),10000,mem_moves,1000.0,5,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
HashTable(150|chaining|poly31),1000,mem_moves,100.0,5,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0]"
HashTable(150|chaining|poly31),2000,mem_moves,200.0,5,0.0,"[200.0, 200.0, 200.0, 200.0, 200.0]"
HashTable(150|chaining|poly31),3000,mem_moves,300.0,5,0.0,"[300.0, 300.0, 300.0, 300.0, 300.0]"
HashTable(150|chaining|poly31),4000,mem_moves,400.0,5,0.0,"[400.0, 400.0, 400.0, 400.0, 400.0]"
HashTable(150|chaining|poly31),5000,mem_moves,500.0,5,0.0,"[500.0, 500.0, 500.0, 500.0, 500.0]"
HashTable(150|chaining|poly31),6000,mem_moves,600.0,5,0.0,"[600.0, 600.0, 600.0, 600.0, 600.0]"
HashTable(150|chaining|poly31),7000,mem_moves,700.0,5,0.0,"[700.0, 700.0, 700.0, 700.0, 700.0]"
HashTable(150|chaining|poly31),8000,mem_moves,800.0,5,0.0,"[800.0, 800.0, 800.0, 800.0, 800.0]"
HashTable(150|chaining|poly31),9000,mem_moves,900.0,5,0.0,"[900.0, 900.0, 900.0, 900.0, 900.0]"
HashTable(150|chaining|poly31),10000,mem_moves,1000.0,5,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
HashTable(50|chaining|djb2),1000,mem_moves,100.0,5,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0]"
HashTable(50|chaining|djb2),2000,mem_moves,200.0,5,0.0,"[200.0, 200.0, 200.0, 200.0, 200.0]"
HashTable(50|chaining|djb2),3000,mem_moves,300.0,5,0.0,"[300.0, 300.0, 300.0, 300.0, 300.0]"
HashTable(50|chaining|djb2),4000,mem_moves,400.0,5,0.0,"[400.0, 400.0, 400.0, 400.0, 400.0]"
HashTable(50|chaining|djb2),5000,mem_moves,500.0,5,0.0,"[500.0, 500.0, 500.0, 500.0, 500.0]"
HashTable(50|chaining|djb2),6000,mem_moves,600.0,5,0.0,"[600.0, 600.0, 600.0, 600.0, 600.0]"
HashTable(50|chaining|djb2),7000,mem_moves,700.0,5,0.0,"[700.0, 700.0, 700.0, 700.0, 700.0]"
HashTable(50|chaining|djb2),8000,mem_moves,800.0,5,0.0,"[800.0, 800.0, 800.0, 800.0, 800.0]"
HashTable(50|chaining|djb2),9000,mem_moves,900.0,5,0.0,"[900.0, 900.0, 900.0, 900.0, 900.0]"
HashTable(50|chaining|djb2),10000,mem_moves,1000.0,5,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
HashTable(50|chaining|fnv1a),1000,mem_moves,100.0,5,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0]"
HashTable(50|chaining|fnv1a),2000,mem_moves,200.0,5,0.0,"[200.0, 200.0, 200.0, 200.0, 200.0]"
HashTable(50|chaining|fnv1a),3000,mem_moves,300.0,5,0.0,"[300.0, 300.0, 300.0, 300.0, 300.0]"
HashTable(50|chaining|fnv1a),4000,mem_moves,400.0,5,0.0,"[400.0, 400.0, 400.0, 400.0, 400.0]"
HashTable(50|chaining|fnv1a),5000,mem_moves,500.0,5,0.0,"[500.0, 500.0, 500.0, 500.0, 500.0]"
HashTable(50|chaining|fnv1a),6000,mem_moves,600.0,5,0.0,"[600.0, 600.0, 600.0, 600.0, 600.0]"
HashTable(50|chaining|fnv1a),7000,mem_moves,700.0,5,0.0,"[700.0, 700.0, 700.0, 700.0, 700.0]"
HashTable(50|chaining|fnv1a),8000,mem_moves,800.0,5,0.0,"[800.0, 800.0, 800.0, 800.0, 800.0]"
HashTable(50|chaining|fnv1a),9000,mem_moves,900.0,5,0.0,"[900.0, 900.0, 900.0, 900.0, 900.0]"
HashTable(50|chaining|fnv1a),10000,mem_moves,1000.0,5,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
HashTable(50|chaining|poly31),1000,mem_moves,100.0,5,0.0,"[100.0, 100.0, 100.0, 100.0, 100.0]"
HashTable(50|chaining|poly31),2000,mem_moves,200.0,5,0.0,"[200.0, 200.0, 200.0, 200.0, 200.0]"
HashTable(50|chaining|poly31),3000,mem_moves,300.0,5,0.0,"[300.0, 300.0, 300.0, 300.0, 300.0]"
HashTable(50|chaining|poly31),4000,mem_moves,400.0,5,0.0,"[400.0, 400.0, 400.0, 400.0, 400.0]"
HashTable(50|chaining|poly31),5000,mem_moves,500.0,5,0.0,"[500.0, 500.0, 500.0, 500.0, 500.0]"
HashTable(50|chaining|poly31),6000,mem_moves,600.0,5,0.0,"[600.0, 600.0, 600.0, 600.0, 600.0]"
HashTable(50|chaining|poly31),7000,mem_moves,700.0,5,0.0,"[700.0, 700.0, 700.0, 700.0, 700.0]"
HashTable(50|chaining|poly31),8000,mem_moves,800.0,5,0.0,"[800.0, 800.0, 800.0, 800.0, 800.0]"
HashTable(50|chaining|poly31),9000,mem_moves,900.0,5,0.0,"[900.0, 900.0, 900.0, 900.0, 900.0]"
HashTable(50|chaining|poly31),10000,mem_moves,1000.0,5,0.0,"[1000.0, 1000.0, 1000.0, 1000.0, 1000.0]"
